workload,seed,method,selected_mitigation,shot_multiplier,residual_error_multiplier,utility,utility_p10,service_violation,quality_loss,delay_s
qaoa,101,capo_chance,1,5.0,0.5,-0.011222667133731384,-0.02906201604646544,0.0,0.010593463179069593,0.005074708547908813
qaoa_channel,100,sequential,1,5.0,0.5,-0.6943389258974652,-2.36432002249077,0.2,0.0,1.5312399110536017
qaoa_channel,100,joint_mf,1,5.0,0.5,-0.0007502344102851577,-0.0009605674735457403,0.0,0.0,0.00590587459737435
qaoa_channel,100,capo_chance,1,5.0,0.5,-0.0006745376919591099,-0.0008169879165095847,0.0,0.0,0.005339249561075121
qaoa_channel,101,sequential,0,5.0,0.5,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,5.0,0.5,-0.0033020774079938267,-0.013446281033391108,0.0,0.0026133532690555774,0.005528542504180223
qaoa_channel,101,capo_chance,1,5.0,0.5,-0.0033294744701499145,-0.01344752872738029,0.0,0.0026133532690555774,0.005721458641346544
qaoa_place,100,sequential,1,5.0,0.5,-0.7456725507513534,-2.36432002249077,0.2,0.05133362485388822,1.5312399110536017
qaoa_place,100,joint_mf,1,5.0,0.5,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,5.0,0.5,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,5.0,0.5,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,5.0,0.5,-0.01505090217299206,-0.026900385231169884,0.0,0.014404078244829255,0.005190624855458736
qaoa_place,101,capo_chance,1,5.0,0.5,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,5.0,0.5,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,5.0,0.5,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,5.0,0.5,-0.12519442901255895,-0.12648105435586815,0.0,0.125,0.0015359999999999998
vqc,101,sequential,0,5.0,0.5,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,5.0,0.5,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,5.0,0.5,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,5.0,0.5,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,5.0,0.5,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,5.0,0.5,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,5.0,0.5,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,5.0,0.5,-0.05878854550123397,-0.06560020323008005,0.0,0.05500000000000003,0.04778041471859319
vqc_cancer,101,capo_chance,0,5.0,0.5,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,5.0,0.75,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,5.0,0.75,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,5.0,0.75,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,5.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,5.0,0.75,-0.011237079532429854,-0.02906386928513425,0.0,0.010593463179069593,0.005160417582374066
qaoa,101,capo_chance,1,5.0,0.75,-0.011210705752485237,-0.029040442629229248,0.0,0.010593463179069593,0.004949583963025361
qaoa_channel,100,sequential,1,5.0,0.75,-0.6943389258974652,-2.36432002249077,0.2,0.0,1.5312399110536017
qaoa_channel,100,joint_mf,1,5.0,0.75,-0.0009562511741637886,-0.0011065320880510958,0.0,0.0,0.007192167511675507
qaoa_channel,100,capo_chance,1,5.0,0.75,-0.0007265986256177626,-0.0008384941409589905,0.0,0.0,0.005782021442428231
qaoa_channel,101,sequential,0,5.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,5.0,0.75,-0.0032898063922205518,-0.013444725985406365,0.0,0.0026133532690555774,0.005434334510937333
qaoa_channel,101,capo_chance,1,5.0,0.75,-0.003286955319656652,-0.013431374293353253,0.0,0.0026133532690555774,0.005410541023593396
qaoa_place,100,sequential,1,5.0,0.75,-0.7456725507513534,-2.36432002249077,0.2,0.05133362485388822,1.5312399110536017
qaoa_place,100,joint_mf,1,5.0,0.75,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,5.0,0.75,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,5.0,0.75,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,5.0,0.75,-0.015043656711977582,-0.026884050032714903,0.0,0.014404078244829255,0.005147063464391977
qaoa_place,101,capo_chance,1,5.0,0.75,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,5.0,0.75,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,5.0,0.75,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,5.0,0.75,-0.12519442901255895,-0.12648105435586815,0.0,0.125,0.0015359999999999998
vqc,101,sequential,0,5.0,0.75,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,5.0,0.75,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,5.0,0.75,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,5.0,0.75,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,5.0,0.75,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,5.0,0.75,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,5.0,0.75,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,5.0,0.75,-0.05878854550123397,-0.06560020323008005,0.0,0.05500000000000003,0.04778041471859319
vqc_cancer,101,capo_chance,0,5.0,0.75,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
